,dataset,method,cell,run,k,resolution,cluster,trueclass,est_k,elapsed
5229,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5773,1,3,,1.0,naive.cytotoxic,,112.647
5230,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic913,1,3,,1.0,naive.cytotoxic,,112.647
5231,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7279,1,3,,1.0,naive.cytotoxic,,112.647
5232,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10900,1,3,,1.0,naive.cytotoxic,,112.647
5233,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8731,1,3,,1.0,naive.cytotoxic,,112.647
5234,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic464,1,3,,1.0,naive.cytotoxic,,112.647
5235,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1777,1,3,,1.0,naive.cytotoxic,,112.647
5236,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5985,1,3,,1.0,naive.cytotoxic,,112.647
5237,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3369,1,3,,2.0,naive.cytotoxic,,112.647
5238,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1405,1,3,,1.0,naive.cytotoxic,,112.647
5239,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3907,1,3,,1.0,naive.cytotoxic,,112.647
5240,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1839,1,3,,1.0,naive.cytotoxic,,112.647
5241,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4023,1,3,,2.0,naive.cytotoxic,,112.647
5242,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2244,1,3,,1.0,naive.cytotoxic,,112.647
5243,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6931,1,3,,2.0,naive.cytotoxic,,112.647
5244,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9511,1,3,,1.0,naive.cytotoxic,,112.647
5245,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1443,1,3,,1.0,naive.cytotoxic,,112.647
5246,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic33,1,3,,1.0,naive.cytotoxic,,112.647
5247,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7540,1,3,,1.0,naive.cytotoxic,,112.647
5248,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5106,1,3,,1.0,naive.cytotoxic,,112.647
5249,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2516,1,3,,1.0,naive.cytotoxic,,112.647
5250,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6448,1,3,,1.0,naive.cytotoxic,,112.647
5251,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4921,1,3,,1.0,naive.cytotoxic,,112.647
5252,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11171,1,3,,2.0,naive.cytotoxic,,112.647
5253,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5652,1,3,,1.0,naive.cytotoxic,,112.647
5254,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8027,1,3,,1.0,naive.cytotoxic,,112.647
5255,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1213,1,3,,1.0,naive.cytotoxic,,112.647
5256,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1766,1,3,,2.0,naive.cytotoxic,,112.647
5257,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5145,1,3,,1.0,naive.cytotoxic,,112.647
5258,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4596,1,3,,1.0,naive.cytotoxic,,112.647
5259,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7004,1,3,,1.0,naive.cytotoxic,,112.647
5260,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2650,1,3,,1.0,naive.cytotoxic,,112.647
5261,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5125,1,3,,1.0,naive.cytotoxic,,112.647
5262,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6881,1,3,,1.0,naive.cytotoxic,,112.647
5263,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10492,1,3,,2.0,naive.cytotoxic,,112.647
5264,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10469,1,3,,1.0,naive.cytotoxic,,112.647
5265,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic274,1,3,,1.0,naive.cytotoxic,,112.647
5266,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2652,1,3,,1.0,naive.cytotoxic,,112.647
5267,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1014,1,3,,1.0,naive.cytotoxic,,112.647
5268,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5577,1,3,,2.0,naive.cytotoxic,,112.647
5269,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1245,1,3,,1.0,naive.cytotoxic,,112.647
5270,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9128,1,3,,1.0,naive.cytotoxic,,112.647
5271,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9563,1,3,,1.0,naive.cytotoxic,,112.647
5272,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5078,1,3,,2.0,naive.cytotoxic,,112.647
5273,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1780,1,3,,1.0,naive.cytotoxic,,112.647
5274,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic34,1,3,,1.0,naive.cytotoxic,,112.647
5275,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8690,1,3,,1.0,naive.cytotoxic,,112.647
5276,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7305,1,3,,1.0,naive.cytotoxic,,112.647
5277,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7039,1,3,,2.0,naive.cytotoxic,,112.647
5278,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4557,1,3,,1.0,naive.cytotoxic,,112.647
5279,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8208,1,3,,1.0,naive.cytotoxic,,112.647
5280,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11070,1,3,,1.0,naive.cytotoxic,,112.647
5281,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2817,1,3,,1.0,naive.cytotoxic,,112.647
5282,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11341,1,3,,1.0,naive.cytotoxic,,112.647
5283,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5750,1,3,,2.0,naive.cytotoxic,,112.647
5284,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10931,1,3,,1.0,naive.cytotoxic,,112.647
5285,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3043,1,3,,1.0,naive.cytotoxic,,112.647
5286,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6325,1,3,,1.0,naive.cytotoxic,,112.647
5287,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6742,1,3,,2.0,naive.cytotoxic,,112.647
5288,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1801,1,3,,1.0,naive.cytotoxic,,112.647
5289,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5658,1,3,,1.0,naive.cytotoxic,,112.647
5290,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10690,1,3,,1.0,naive.cytotoxic,,112.647
5291,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3636,1,3,,1.0,naive.cytotoxic,,112.647
5292,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9474,1,3,,1.0,naive.cytotoxic,,112.647
5293,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8503,1,3,,1.0,naive.cytotoxic,,112.647
5294,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11262,1,3,,1.0,naive.cytotoxic,,112.647
5295,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6590,1,3,,1.0,naive.cytotoxic,,112.647
5296,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2752,1,3,,1.0,naive.cytotoxic,,112.647
5297,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6069,1,3,,1.0,naive.cytotoxic,,112.647
5298,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10702,1,3,,1.0,naive.cytotoxic,,112.647
5299,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7427,1,3,,1.0,naive.cytotoxic,,112.647
5300,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8988,1,3,,1.0,naive.cytotoxic,,112.647
5301,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9021,1,3,,1.0,naive.cytotoxic,,112.647
5302,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9778,1,3,,1.0,naive.cytotoxic,,112.647
5303,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6134,1,3,,1.0,naive.cytotoxic,,112.647
5304,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2980,1,3,,1.0,naive.cytotoxic,,112.647
5305,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6717,1,3,,2.0,naive.cytotoxic,,112.647
5306,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4598,1,3,,1.0,naive.cytotoxic,,112.647
5307,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11873,1,3,,1.0,naive.cytotoxic,,112.647
5308,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8898,1,3,,1.0,naive.cytotoxic,,112.647
5309,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9994,1,3,,1.0,naive.cytotoxic,,112.647
5310,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6166,1,3,,1.0,naive.cytotoxic,,112.647
5311,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9713,1,3,,1.0,naive.cytotoxic,,112.647
5312,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9110,1,3,,1.0,naive.cytotoxic,,112.647
5313,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5575,1,3,,1.0,naive.cytotoxic,,112.647
5314,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10277,1,3,,1.0,naive.cytotoxic,,112.647
5315,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11195,1,3,,1.0,naive.cytotoxic,,112.647
5316,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2027,1,3,,1.0,naive.cytotoxic,,112.647
5317,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic359,1,3,,2.0,naive.cytotoxic,,112.647
5318,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10349,1,3,,1.0,naive.cytotoxic,,112.647
5319,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5909,1,3,,1.0,naive.cytotoxic,,112.647
5320,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10070,1,3,,1.0,naive.cytotoxic,,112.647
5321,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6782,1,3,,1.0,naive.cytotoxic,,112.647
5322,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic384,1,3,,1.0,naive.cytotoxic,,112.647
5323,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4543,1,3,,1.0,naive.cytotoxic,,112.647
5324,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic497,1,3,,1.0,naive.cytotoxic,,112.647
5325,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7770,1,3,,1.0,naive.cytotoxic,,112.647
5326,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5538,1,3,,2.0,naive.cytotoxic,,112.647
5327,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7511,1,3,,1.0,naive.cytotoxic,,112.647
5328,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8128,1,3,,1.0,naive.cytotoxic,,112.647
5329,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8510,1,3,,1.0,naive.cytotoxic,,112.647
5330,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8768,1,3,,1.0,naive.cytotoxic,,112.647
5331,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11768,1,3,,1.0,naive.cytotoxic,,112.647
5332,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes298,1,3,,3.0,cd14.monocytes,,112.647
5333,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes502,1,3,,3.0,cd14.monocytes,,112.647
5334,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1615,1,3,,3.0,cd14.monocytes,,112.647
5335,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes162,1,3,,2.0,cd14.monocytes,,112.647
5336,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1922,1,3,,3.0,cd14.monocytes,,112.647
5337,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes61,1,3,,3.0,cd14.monocytes,,112.647
5338,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1977,1,3,,3.0,cd14.monocytes,,112.647
5339,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes943,1,3,,3.0,cd14.monocytes,,112.647
5340,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes74,1,3,,2.0,cd14.monocytes,,112.647
5341,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2439,1,3,,3.0,cd14.monocytes,,112.647
5342,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2148,1,3,,3.0,cd14.monocytes,,112.647
5343,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes486,1,3,,2.0,cd14.monocytes,,112.647
5344,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1069,1,3,,3.0,cd14.monocytes,,112.647
5345,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes976,1,3,,2.0,cd14.monocytes,,112.647
5346,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes650,1,3,,3.0,cd14.monocytes,,112.647
5347,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1894,1,3,,3.0,cd14.monocytes,,112.647
5348,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1744,1,3,,3.0,cd14.monocytes,,112.647
5349,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes756,1,3,,3.0,cd14.monocytes,,112.647
5350,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2220,1,3,,3.0,cd14.monocytes,,112.647
5351,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2438,1,3,,3.0,cd14.monocytes,,112.647
5352,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes91,1,3,,3.0,cd14.monocytes,,112.647
5353,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2612,1,3,,2.0,cd14.monocytes,,112.647
5354,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2341,1,3,,2.0,cd14.monocytes,,112.647
5355,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes856,1,3,,3.0,cd14.monocytes,,112.647
5356,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes765,1,3,,3.0,cd14.monocytes,,112.647
5357,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1443,1,3,,3.0,cd14.monocytes,,112.647
5358,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes355,1,3,,3.0,cd14.monocytes,,112.647
5359,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1359,1,3,,3.0,cd14.monocytes,,112.647
5360,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1381,1,3,,3.0,cd14.monocytes,,112.647
5361,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes847,1,3,,3.0,cd14.monocytes,,112.647
5362,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1244,1,3,,3.0,cd14.monocytes,,112.647
5363,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes25,1,3,,3.0,cd14.monocytes,,112.647
5364,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1006,1,3,,3.0,cd14.monocytes,,112.647
5365,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes925,1,3,,3.0,cd14.monocytes,,112.647
5366,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes306,1,3,,3.0,cd14.monocytes,,112.647
5367,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1547,1,3,,3.0,cd14.monocytes,,112.647
5368,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1511,1,3,,3.0,cd14.monocytes,,112.647
5369,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes517,1,3,,3.0,cd14.monocytes,,112.647
5370,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2514,1,3,,3.0,cd14.monocytes,,112.647
5371,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1164,1,3,,3.0,cd14.monocytes,,112.647
5372,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2518,1,3,,3.0,cd14.monocytes,,112.647
5373,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes589,1,3,,3.0,cd14.monocytes,,112.647
5374,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes927,1,3,,3.0,cd14.monocytes,,112.647
5375,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1407,1,3,,3.0,cd14.monocytes,,112.647
5376,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes904,1,3,,3.0,cd14.monocytes,,112.647
5377,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1508,1,3,,3.0,cd14.monocytes,,112.647
5378,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2325,1,3,,3.0,cd14.monocytes,,112.647
5379,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1121,1,3,,2.0,cd14.monocytes,,112.647
5380,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1953,1,3,,3.0,cd14.monocytes,,112.647
5381,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2197,1,3,,3.0,cd14.monocytes,,112.647
5382,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1452,1,3,,3.0,cd14.monocytes,,112.647
5383,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes282,1,3,,3.0,cd14.monocytes,,112.647
5384,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1484,1,3,,3.0,cd14.monocytes,,112.647
5385,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2176,1,3,,3.0,cd14.monocytes,,112.647
5386,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1406,1,3,,3.0,cd14.monocytes,,112.647
5387,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes193,1,3,,2.0,cd14.monocytes,,112.647
5388,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes595,1,3,,3.0,cd14.monocytes,,112.647
5389,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes302,1,3,,3.0,cd14.monocytes,,112.647
5390,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2447,1,3,,3.0,cd14.monocytes,,112.647
5391,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes558,1,3,,3.0,cd14.monocytes,,112.647
5392,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes955,1,3,,3.0,cd14.monocytes,,112.647
5393,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes421,1,3,,3.0,cd14.monocytes,,112.647
5394,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes123,1,3,,3.0,cd14.monocytes,,112.647
5395,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes466,1,3,,3.0,cd14.monocytes,,112.647
5396,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes247,1,3,,3.0,cd14.monocytes,,112.647
5397,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2289,1,3,,3.0,cd14.monocytes,,112.647
5398,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes461,1,3,,3.0,cd14.monocytes,,112.647
5399,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2055,1,3,,3.0,cd14.monocytes,,112.647
5400,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes602,1,3,,3.0,cd14.monocytes,,112.647
5401,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1899,1,3,,3.0,cd14.monocytes,,112.647
5402,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes726,1,3,,2.0,cd14.monocytes,,112.647
5403,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1465,1,3,,3.0,cd14.monocytes,,112.647
5404,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes69,1,3,,3.0,cd14.monocytes,,112.647
5405,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2554,1,3,,3.0,cd14.monocytes,,112.647
5406,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1219,1,3,,3.0,cd14.monocytes,,112.647
5407,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes727,1,3,,3.0,cd14.monocytes,,112.647
5408,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1167,1,3,,3.0,cd14.monocytes,,112.647
5409,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1777,1,3,,3.0,cd14.monocytes,,112.647
5410,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes6,1,3,,3.0,cd14.monocytes,,112.647
5411,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2460,1,3,,3.0,cd14.monocytes,,112.647
5412,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes777,1,3,,3.0,cd14.monocytes,,112.647
5413,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2379,1,3,,3.0,cd14.monocytes,,112.647
5414,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1679,1,3,,3.0,cd14.monocytes,,112.647
5415,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2014,1,3,,3.0,cd14.monocytes,,112.647
5416,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes331,1,3,,1.0,cd14.monocytes,,112.647
5417,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes457,1,3,,3.0,cd14.monocytes,,112.647
5418,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes107,1,3,,3.0,cd14.monocytes,,112.647
5419,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2194,1,3,,3.0,cd14.monocytes,,112.647
5420,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes585,1,3,,3.0,cd14.monocytes,,112.647
5421,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes999,1,3,,3.0,cd14.monocytes,,112.647
5422,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1042,1,3,,3.0,cd14.monocytes,,112.647
5423,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2348,1,3,,3.0,cd14.monocytes,,112.647
5424,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1727,1,3,,3.0,cd14.monocytes,,112.647
5425,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2064,1,3,,3.0,cd14.monocytes,,112.647
5426,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1314,1,3,,3.0,cd14.monocytes,,112.647
5427,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1567,1,3,,3.0,cd14.monocytes,,112.647
5428,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1312,1,3,,3.0,cd14.monocytes,,112.647
5429,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1702,1,3,,3.0,cd14.monocytes,,112.647
5430,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2422,1,3,,3.0,cd14.monocytes,,112.647
5431,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1629,1,3,,3.0,cd14.monocytes,,112.647
5432,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes974,1,3,,3.0,cd14.monocytes,,112.647
5433,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes59,1,3,,3.0,cd14.monocytes,,112.647
5434,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes835,1,3,,3.0,cd14.monocytes,,112.647
5435,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2231,1,3,,3.0,cd14.monocytes,,112.647
5436,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes1343,1,3,,3.0,cd14.monocytes,,112.647
5437,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,cd14.monocytes2541,1,3,,3.0,cd14.monocytes,,112.647
